Date,Open,High,Low,Close,Adj Close,Volume
2017-03-02,33.130001,33.320000,32.959999,33.220001,31.738277,4489400
2017-03-03,32.939999,33.169998,31.180000,31.770000,30.352951,13194700
2017-03-06,31.320000,31.350000,30.209999,30.690001,29.321121,10976100
2017-03-07,30.760000,31.020000,30.559999,30.809999,29.435770,6092000
2017-03-08,30.840000,32.160000,30.740000,31.770000,30.352951,7859800
2017-03-09,31.809999,31.870001,31.340000,31.530001,30.123655,4471700
2017-03-10,31.760000,31.969999,31.469999,31.730000,30.314734,3914600
2017-03-13,31.320000,31.440001,30.799999,30.900000,29.877687,6127400
2017-03-14,31.070000,31.750000,30.500000,30.950001,29.926035,4737100
2017-03-15,30.780001,30.780001,29.889999,30.320000,29.316877,8595600
2017-03-16,30.000000,30.580000,29.750000,30.410000,29.403900,6385600
2017-03-17,30.559999,30.680000,30.219999,30.540001,29.529598,11769100
2017-03-20,30.590000,30.590000,29.309999,29.370001,28.398308,7840400
2017-03-21,29.330000,29.400000,27.840000,28.420000,27.479736,11558200
2017-03-22,28.389999,28.440001,27.830000,28.370001,27.431391,6532500
2017-03-23,28.400000,28.959999,28.200001,28.270000,27.334702,5434500
2017-03-24,28.020000,28.309999,27.820000,28.170000,27.238008,4292500
2017-03-27,27.820000,28.290001,27.719999,27.930000,27.005949,5857700
2017-03-28,27.750000,28.580000,27.740000,28.549999,27.605436,4538700
2017-03-29,28.549999,29.500000,28.400000,29.270000,28.301617,6315500
2017-03-30,29.139999,29.650000,29.059999,29.459999,28.485329,4662800
2017-03-31,29.459999,29.900000,29.450001,29.639999,28.659374,5931700
2017-04-03,29.600000,29.820000,29.160000,29.639999,28.659374,5186000
2017-04-04,29.480000,29.490000,28.540001,28.889999,27.934187,6905000
2017-04-05,28.969999,29.559999,28.709999,28.820000,27.866505,6649300
2017-04-06,28.969999,30.080000,28.969999,29.420000,28.446651,5994500
2017-04-07,29.370001,29.620001,29.049999,29.100000,28.137241,4897700
2017-04-10,29.280001,29.809999,29.110001,29.520000,28.543344,4849500
2017-04-11,29.559999,29.750000,29.139999,29.709999,28.727057,3316100
2017-04-12,29.650000,29.780001,29.100000,29.170000,28.204924,5431100
2017-04-13,29.270000,29.400000,28.820000,29.170000,28.204924,4184300
2017-04-17,29.170000,29.230000,28.570000,28.820000,27.866505,4143600
2017-04-18,28.770000,28.840000,28.459999,28.709999,27.760141,3459600
2017-04-19,28.799999,29.459999,28.799999,29.090000,28.127571,4257600
2017-04-20,29.320000,30.180000,29.320000,30.010000,29.017134,5348700
2017-04-21,29.850000,30.049999,29.320000,29.480000,28.504667,3549400
2017-04-24,29.790001,29.840000,29.049999,29.190001,28.224262,4288600
2017-04-25,29.350000,29.540001,29.010000,29.280001,28.311285,4465100
2017-04-26,29.379999,29.719999,29.309999,29.430000,28.456322,3009100
2017-04-27,29.469999,29.629999,29.200001,29.510000,28.533676,2959300
2017-04-28,29.469999,29.510000,29.030001,29.219999,28.253269,4237900
2017-05-01,29.230000,29.299999,28.660000,28.860001,27.905182,4011200
2017-05-02,28.879999,29.600000,28.760000,29.500000,28.524006,3440500
2017-05-03,29.500000,29.719999,29.000000,29.160000,28.195253,3781500
2017-05-04,29.280001,29.559999,28.910000,28.920000,27.963194,3584000
2017-05-05,29.010000,29.299999,28.910000,28.969999,28.011539,4764800
2017-05-08,29.150000,29.200001,28.610001,28.670000,27.721466,4041400
2017-05-09,28.660000,29.490000,28.570000,29.299999,28.330622,10917000
2017-05-10,29.280001,29.830000,29.209999,29.340000,28.369301,7930500
2017-05-11,26.480000,27.000000,24.250000,24.350000,23.544392,47285600
2017-05-12,24.410000,24.450001,23.570000,23.610001,22.828875,20009100
2017-05-15,23.690001,23.900000,23.100000,23.209999,22.442106,19967100
2017-05-16,23.320000,23.320000,22.709999,22.820000,22.065012,16890800
2017-05-17,22.820000,23.219999,22.719999,23.010000,22.248726,11340600
2017-05-18,23.059999,23.360001,22.610001,22.760000,22.006996,9039500
2017-05-19,22.809999,23.160000,22.430000,23.010000,22.248726,8608200
2017-05-22,23.030001,23.709999,22.920000,23.410000,22.635490,9339200
2017-05-23,23.500000,23.510000,23.040001,23.049999,22.287401,5531300
2017-05-24,23.049999,23.290001,22.920000,23.180000,22.413099,4435600
2017-05-25,23.400000,23.719999,23.320000,23.360001,22.587147,5601900
2017-05-26,23.360001,23.549999,23.129999,23.440001,22.664499,4094500
2017-05-30,23.440001,23.830000,23.400000,23.600000,22.819206,6781300
2017-05-31,23.600000,23.629999,23.110001,23.500000,22.722513,11249900
2017-06-01,23.469999,24.160000,23.469999,24.080000,23.283325,6063400
2017-06-02,24.299999,24.559999,23.760000,23.809999,23.022257,6796600
2017-06-05,23.719999,23.969999,23.459999,23.860001,23.070604,4765700
2017-06-06,23.900000,24.420000,21.860001,21.900000,21.175447,30079800
2017-06-07,21.980000,22.049999,21.510000,21.809999,21.088427,14050200
2017-06-08,21.809999,22.860001,21.760000,21.770000,21.049751,18763800
2017-06-09,21.820000,22.760000,21.660000,22.700001,21.948982,13500800
2017-06-12,22.770000,23.330000,22.430000,22.670000,21.919973,12620800
2017-06-13,22.150000,22.660000,22.120001,22.260000,21.888508,8510500
2017-06-14,22.299999,22.809999,21.920000,22.760000,22.380163,9440500
2017-06-15,22.690001,23.120001,22.530001,22.730000,22.350664,6371700
2017-06-16,22.610001,22.940001,22.170000,22.930000,22.547327,8967800
2017-06-19,23.049999,23.049999,22.420000,22.709999,22.330997,8765900
2017-06-20,22.690001,22.690001,22.080000,22.100000,21.731178,6548600
2017-06-21,22.020000,22.110001,21.540001,21.600000,21.239523,8550300
2017-06-22,21.629999,22.230000,21.510000,22.090000,21.721346,6466800
2017-06-23,22.129999,22.320000,21.910000,22.270000,21.898342,6753600
2017-06-26,22.290001,22.580000,22.180000,22.469999,22.095003,6424200
2017-06-27,22.490000,23.230000,22.490000,23.090000,22.704657,10413000
2017-06-28,23.209999,23.530001,23.030001,23.180000,22.793156,11342200
2017-06-29,23.280001,23.370001,22.719999,22.950001,22.566994,7060700
2017-06-30,23.080000,23.270000,22.770000,23.240000,22.852154,6154700
2017-07-03,23.330000,23.930000,23.299999,23.840000,23.442141,3895400
2017-07-05,24.170000,24.650000,23.510000,23.520000,23.127481,12113800
2017-07-06,23.260000,23.400000,22.820000,22.850000,22.468662,5704700
2017-07-07,22.920000,23.049999,22.600000,22.680000,22.301498,7630000
2017-07-10,22.680000,22.700001,21.070000,21.080000,20.728201,21696300
2017-07-11,21.150000,21.280001,20.850000,21.170000,20.816698,10020700
2017-07-12,21.219999,21.340000,21.010000,21.230000,20.875696,7457300
2017-07-13,21.580000,22.459999,21.559999,22.100000,21.731178,14105900
2017-07-14,22.190001,22.500000,21.959999,22.360001,21.986839,8571400
2017-07-17,22.360001,23.360001,22.320000,23.049999,22.665323,11494900
2017-07-18,23.000000,23.129999,22.500000,22.680000,22.301498,5780000
2017-07-19,22.830000,23.080000,22.680000,22.990000,22.606325,4045600
2017-07-20,22.840000,23.290001,22.830000,23.070000,22.684990,6034300
2017-07-21,23.120001,23.420000,22.860001,23.360001,22.970152,4822200
2017-07-24,23.219999,23.350000,22.629999,22.690001,22.311333,5453800
2017-07-25,22.840000,23.690001,22.790001,23.490000,23.097980,6531000
2017-07-26,23.549999,23.639999,23.160000,23.540001,23.147148,5482200
2017-07-27,23.590000,24.370001,23.330000,24.200001,23.796133,8594800
2017-07-28,24.150000,24.190001,23.610001,23.930000,23.530638,5342000
2017-07-31,24.370001,24.450001,23.549999,23.750000,23.353642,5862600
2017-08-01,23.719999,24.010000,23.389999,23.980000,23.579803,4575900
2017-08-02,23.750000,23.950001,23.100000,23.170000,22.783321,6529800
2017-08-03,23.290001,24.040001,23.219999,23.590000,23.196312,6047000
2017-08-04,23.570000,23.650000,23.180000,23.299999,22.911152,8755600
2017-08-07,23.270000,23.690001,23.040001,23.559999,23.166813,6071500
2017-08-08,24.110001,24.240000,23.469999,23.520000,23.127481,6386400
2017-08-09,23.400000,23.660000,22.780001,23.030001,22.645658,9981200
2017-08-10,22.620001,22.850000,20.549999,20.670000,20.325043,39690300
2017-08-11,20.379999,21.030001,20.160000,20.620001,20.275879,12503900
2017-08-14,20.770000,20.900000,20.309999,20.350000,20.010384,8757700
2017-08-15,20.400000,20.540001,20.209999,20.290001,19.951385,7943000
2017-08-16,20.469999,20.790001,20.110001,20.139999,19.803888,8763100
2017-08-17,20.090000,20.129999,19.610001,19.620001,19.292568,20363400
2017-08-18,19.559999,19.639999,19.350000,19.490000,19.164736,10487600
2017-08-21,19.480000,19.690001,19.320000,19.530001,19.204069,9380800
2017-08-22,20.010000,20.580000,19.940001,20.420000,20.079216,17550700
2017-08-23,20.320000,20.709999,20.209999,20.500000,20.157881,8871100
2017-08-24,20.889999,21.260000,20.610001,20.690001,20.344709,12329800
2017-08-25,20.650000,21.270000,20.650000,21.110001,20.757700,8701600
2017-08-28,21.200001,21.250000,20.940001,21.160000,20.806866,5801100
2017-08-29,20.870001,20.969999,20.690001,20.940001,20.590538,7143700
2017-08-30,20.940001,21.049999,20.750000,20.830000,20.482372,4483000
2017-08-31,20.830000,20.969999,20.670000,20.770000,20.423374,7947900
2017-09-01,20.879999,21.459999,20.870001,21.410000,21.052694,6952200
2017-09-05,21.350000,21.350000,20.790001,21.010000,20.659369,7450900
2017-09-06,21.150000,22.250000,21.150000,22.170000,21.800011,14297900
2017-09-07,22.320000,22.440001,21.590000,21.719999,21.357519,6900000
2017-09-08,21.700001,21.750000,21.270000,21.320000,20.964195,6190900
2017-09-11,21.049999,21.740000,21.049999,21.480000,21.121525,7883900
2017-09-12,21.549999,22.320000,21.500000,22.219999,21.849174,9068600
2017-09-13,22.680000,22.870001,22.170000,22.650000,22.271999,12715400
2017-09-14,22.290001,22.330000,21.850000,22.000000,22.000000,8557200
2017-09-15,22.000000,22.690001,21.990000,22.580000,22.580000,16286500
2017-09-18,22.580000,22.730000,22.090000,22.100000,22.100000,8160000
2017-09-19,22.260000,22.520000,21.629999,21.780001,21.780001,11802400
2017-09-20,21.690001,21.690001,21.320000,21.480000,21.480000,9665600
2017-09-21,21.520000,21.549999,20.910000,21.160000,21.160000,10284100
2017-09-22,21.180000,21.650000,21.180000,21.530001,21.530001,7187100
2017-09-25,21.370001,22.080000,21.360001,21.809999,21.809999,6769400
2017-09-26,21.879999,21.990000,21.650000,21.870001,21.870001,5342100
2017-09-27,21.879999,22.219999,21.730000,22.139999,22.139999,6931000
2017-09-28,22.150000,22.420000,22.010000,22.020000,22.020000,6800700
2017-09-29,22.059999,22.340000,21.760000,21.820000,21.820000,7400500
2017-10-02,21.719999,21.719999,20.370001,20.889999,20.889999,22638700
2017-10-03,20.990000,21.059999,20.480000,21.049999,21.049999,10003800
2017-10-04,21.000000,21.010000,20.590000,20.629999,20.629999,9526300
2017-10-05,20.639999,21.270000,20.540001,21.030001,21.030001,9463800
2017-10-06,20.889999,21.080000,20.580000,20.809999,20.809999,13235000
2017-10-09,20.980000,20.990000,20.320000,20.350000,20.350000,12815500
2017-10-10,20.520000,20.780001,20.459999,20.660000,20.660000,8440600
2017-10-11,20.650000,20.740000,20.389999,20.469999,20.469999,7197000
2017-10-12,20.420000,20.420000,20.049999,20.240000,20.240000,9618600
2017-10-13,20.309999,20.500000,20.100000,20.200001,20.200001,8414100
2017-10-16,20.020000,20.049999,19.459999,19.889999,19.889999,21666700
2017-10-17,19.879999,19.990000,19.680000,19.950001,19.950001,8497400
2017-10-18,20.000000,20.330000,19.930000,20.150000,20.150000,6793400
2017-10-19,20.070000,20.320000,19.940001,20.190001,20.190001,5317800
2017-10-20,20.389999,21.230000,20.370001,21.170000,21.170000,13356100
2017-10-23,21.270000,21.790001,21.270000,21.330000,21.330000,12171900
2017-10-24,21.469999,21.620001,21.150000,21.400000,21.400000,8563500
2017-10-25,21.350000,21.530001,21.129999,21.240000,21.240000,8364700
2017-10-26,21.280001,21.469999,20.920000,21.340000,21.340000,7825200
2017-10-27,20.360001,20.500000,19.600000,19.690001,19.690001,25437200
2017-10-30,19.240000,19.590000,18.620001,18.840000,18.840000,24134200
2017-10-31,18.780001,18.910000,18.510000,18.760000,18.760000,12870300
2017-11-01,18.850000,19.620001,18.750000,18.950001,18.950001,14932200
2017-11-02,19.080000,19.350000,18.750000,18.780001,18.780001,11041700
2017-11-03,18.799999,18.820000,18.330000,18.360001,18.360001,14959900
2017-11-06,18.320000,18.360001,17.940001,18.160000,18.160000,14676500
2017-11-07,18.160000,18.170000,17.410000,17.530001,17.530001,20434300
2017-11-08,17.510000,17.930000,17.420000,17.570000,17.570000,19900200
2017-11-09,18.010000,20.100000,17.799999,19.500000,19.500000,60766900
2017-11-10,19.510000,20.400000,19.500000,19.980000,19.980000,28654500
2017-11-13,19.990000,20.100000,18.799999,19.330000,19.330000,21387200
2017-11-14,19.150000,19.730000,19.090000,19.700001,19.700001,10707200
2017-11-15,19.440001,20.240000,19.330000,19.980000,19.980000,15102100
2017-11-16,20.000000,20.420000,19.610001,20.250000,20.250000,11564800
2017-11-17,20.680000,20.940001,20.240000,20.350000,20.350000,14008100
2017-11-20,20.340000,20.920000,20.110001,20.799999,20.799999,11268200
2017-11-21,20.809999,20.820000,20.350000,20.420000,20.420000,10126400
2017-11-22,20.540001,21.139999,20.309999,20.629999,20.629999,10326200
2017-11-24,21.299999,21.650000,21.010000,21.070000,21.070000,12860800
